2495,9415,6.72,7,690,278,8,2,1157,good
2569,9333,6.66,7,626,292,12,3,1222,good
2400,8215,5.87,1,761,222,21,3,996,good
2136,6389,4.56,3,828,155,5,4,683,good
2389,7701,5.5,17,656,222,18,10,991,good
2520,9805,7,2,629,300,5,3,1197,fair
2995,14924,10.71,3,539,379,23,18,1761,poor
3440,12565,8.97,3,586,360,74,38,2206,good
2289,6261,4.47,2,824,180,10,5,797,good
2528,9320,6.65,1,766,229,15,19,1116,fair
2406,7990,5.7,1,803,212,11,21,1002,good
2731,9981,7.13,1,732,275,14,26,1377,good
2645,9337,6.67,0,638,352,6,7,1346,fair
2792,12230,8.73,2,549,355,33,11,1551,poor
2761,11427,8.57,1,638,248,20,36,1417,fair
2863,13235,9.45,7,631,372,12,11,1601,good
2595,10405,7.5,4,743,231,15,20,1171,good
2795,12626,9.01,2,622,317,30,19,1514,fair
2882,13024,9.3,11,532,355,24,23,1645,poor
3064,11098,7.92,0,521,320,47,32,1777,poor
2833,12764,9.11,9,484,398,10,3,1592,good
2885,14394,10.39,1,636,318,31,27,1627,good
2863,14491,10.35,12,646,342,4,23,1610,poor
2728,12202,8.71,4,683,299,24,15,1425,good
2666,11766,8.4,3,704,286,32,7,1352,good
2880,11462,8.18,4,989,422,11,8,1662,fair
2960,14983,10.7,9,447,418,13,7,1763,fair
2736,11586,8.33,3,685,251,18,30,1371,fair
2692,10760,7.68,2,714,267,28,13,1301,fair
2435,8719,6.23,2,579,314,0,0,1126,fair
2645,10599,7.63,5,570,325,4,9,1306,poor
2789,11430,8.29,10,565,310,8,5,1355,fair
2283,7378,5.27,1,1160,248,4,2,905,good
2555,11584,8.33,6,617,296,5,5,1233,good
2473,10090,7.26,4,594,290,0,0,1143,poor
2022,3830,2.73,3,1278,152,5,5,553,poor
2082,3747,2.68,0,1212,213,0,0,674,good
2071,4421,3.16,10,735,162,1,7,596,good
2377,7763,5.54,7,688,224,5,9,957,good
2694,11009,8.72,2,720,198,21,37,1296,good
2485,7943,5.67,11,693,201,21,27,1103,good
2402,6868,4.9,1,640,289,0,0,1038,good
2668,9078,6.48,2,557,346,15,6,1365,good
2717,10902,7.78,10,588,305,8,16,1368,good
2521,8584,6.13,9,622,272,6,26,1169,fair
2500,9199,6.57,3,654,250,18,19,1150,good
2668,11003,7.96,12,640,280,19,18,1316,fair
2594,9995,7.19,6,696,228,16,31,1234,poor
2639,9559,7.95,6,522,239,12,29,1265,good
2559,10618,8.38,6,564,230,13,28,1199,good
2499,8635,6.17,19,704,238,16,20,1100,fair
2492,9155,6.54,2,715,252,9,15,1114,fair
2699,11150,7.96,16,590,306,13,19,1369,good
2733,11625,9.2,3,691,245,23,38,1393,fair
2655,10544,7.53,12,605,273,24,12,1303,fair
2591,10022,7.16,3,585,346,0,0,1301,good
2289,7638,5.45,9,666,240,0,0,911,good
2495,9415,6.72,7,690,278,8,2,1157,good
2418,7440,5.31,4,698,237,11,17,1045,good
2926,15675,11.35,21,1264,29,0,0,106,good
2698,13315,9.51,10,671,346,10,0,1419,good
2758,11369,8.12,17,784,261,42,23,1451,good
2437,9015,6.44,5,675,252,6,5,1053,good
2856,14021,10.01,6,785,316,25,13,1563,good
2522,9815,7.01,5,670,295,8,8,1208,good
2527,7238,5.17,6,662,291,0,0,1093,good
2433,8195,5.85,2,671,286,0,0,1070,good
2585,9233,6.77,0,669,256,17,13,1235,good
2649,10993,8.24,4,620,298,8,10,1333,good
2600,11629,8.37,15,617,323,6,4,1309,poor
2752,12458,8.9,2,559,354,0,0,1469,good
2603,10935,7.87,5,602,337,0,0,1316,fair
2402,7526,5.37,1,623,282,0,0,1028,poor
2598,10507,8.34,9,623,257,4,19,1239,good
2664,11306,8.53,15,587,303,9,10,1348,good
2901,13181,10.24,3,623,290,15,27,1573,good
2661,9480,6.99,3,664,238,15,29,1283,fair
2691,11916,8.51,1,572,287,20,30,1400,good
2870,14733,10.52,4,508,377,18,21,1670,good
2874,14671,10.48,9,504,414,3,7,1649,good
2484,9677,6.91,4,614,323,0,0,1188,good
2702,11060,7.9,9,627,292,14,28,1410,good
2532,9897,7.07,5,653,239,15,24,1184,good
2594,10390,7.42,9,656,235,31,19,1210,good
2615,10917,7.79,3,660,264,21,20,1277,good
2266,7632,5.44,2,712,241,0,0,905,good
2435,8719,6.23,2,579,314,0,0,1126,fair
2460,8493,6.06,5,692,211,21,20,1073,fair
2625,10267,8.13,7,660,227,13,39,1278,good
2893,13129,10.35,5,621,272,16,45,1583,good
2404,7708,5.5,6,725,218,17,17,1028,good
2692,11822,8.5,7,550,355,7,18,1453,fair
2726,11998,9.76,8,644,276,5,30,1416,poor
2796,12246,9.67,2,614,247,12,49,1474,good
2608,10000,7.14,1,586,303,17,10,1310,good
2808,9954,7.11,6,587,294,14,32,1473,good
2639,9576,6.89,7,680,228,22,25,1211,good
2400,8334,5.95,5,696,215,19,10,995,good
2211,5718,4.08,1,741,174,4,7,759,good
2298,6482,4.63,4,687,238,0,0,902,fair
2419,8167,5.83,7,627,254,16,4,1063,good
2494,10090,7.2,8,587,293,0,0,1148,good
2562,9318,6.65,7,662,243,24,20,1194,good
2463,8330,5.95,4,679,232,18,16,1083,good
2377,8282,5.91,4,705,228,11,14,1010,good
2792,12663,9.04,7,544,367,7,0,1503,fair
2963,14997,10.71,36,468,426,27,5,1781,good
2928,13995,9.99,8,527,416,10,6,1721,good
2676,10260,7.33,1,584,326,17,17,1405,good
3113,14242,10.17,13,504,452,26,6,1934,fair
3306,19828,14.32,68,1155,215,20,19,1189,good
2200,5636,4.02,3,677,211,0,0,771,good
2532,10349,7.39,4,635,312,8,12,1235,fair
2570,10088,7.2,1,634,321,12,15,1305,good
2324,8351,5.96,1,697,207,13,16,945,good
2280,6717,4.8,1,724,208,6,6,867,good
2418,7440,5.31,4,698,237,11,17,1045,good
2848,13719,10.79,0,576,361,6,27,1616,fair
2784,12758,9.11,15,581,407,0,0,1545,good
2687,11853,9.19,0,669,268,7,33,1349,fair
2865,14186,10.9,2,591,293,27,33,1581,good
2600,10357,8.18,7,668,220,22,32,1226,good
2515,8620,6.15,1,707,251,3,12,1123,good
2575,9226,6.59,17,1083,340,0,0,1226,good
2503,9986,7.13,7,616,325,0,0,1205,fair
2366,6730,5.62,0,732,155,5,29,891,good
2595,9994,8.01,1,690,228,9,33,1216,fair
2174,6456,4.61,3,774,176,8,0,718,good
2690,10375,8.22,0,675,239,15,36,1328,good
2433,8832,6.31,1,707,216,2,14,1023,good
2636,10120,7.23,7,649,306,10,2,1302,good
2320,7596,5.42,3,703,251,0,0,936,good
2352,7702,5.5,1,706,225,16,7,962,good
2900,12806,9.96,5,622,259,24,51,1597,fair
2278,6503,4.64,1,727,197,9,7,850,good
2749,11239,8.91,3,630,249,23,36,1412,fair
2636,12018,8.58,3,610,307,6,12,1348,good
2475,9189,6.56,1,603,312,0,0,1150,good
2790,13494,9.63,2,562,341,29,14,1548,good
2817,11654,8.32,1,572,356,11,20,1568,good
2540,9581,6.85,13,681,224,23,26,1187,good
2911,12558,9.03,3,523,345,17,36,1665,good
2736,11298,8.07,3,604,279,36,24,1444,good
2736,11442,8.17,1,599,320,16,18,1459,fair
2503,8979,6.41,2,735,306,0,0,1163,poor
2592,8244,5.89,3,575,295,2,10,1257,good
2511,8250,5.89,2,664,254,8,17,1152,good
2460,8493,6.06,5,692,211,21,20,1073,fair
2484,10394,8.23,3,741,197,10,38,1116,poor
2573,10875,8.83,4,605,252,0,26,1232,fair
3097,16689,12.96,9,467,412,13,31,1926,fair
2549,10104,7.21,4,631,265,14,15,1198,good
2698,12284,9.5,6,604,234,19,36,1364,fair
2753,11546,8.63,9,620,245,19,38,1404,good
2574,10077,7.2,7,577,322,2,11,1266,fair
2993,13280,9.48,12,554,414,8,23,1761,poor
2491,10408,8.37,10,642,191,6,31,1076,poor
2509,10226,8.2,6,594,240,4,22,1148,fair
2871,13193,9.47,7,556,350,15,21,1605,fair
2506,10297,8.17,13,734,179,17,35,1104,fair
2690,12213,9.88,6,675,236,5,35,1326,good
2565,11209,8.82,19,664,244,20,28,1245,fair
2988,15416,11.81,5,578,365,11,25,1758,fair
2567,10011,7.15,9,607,330,4,3,1260,fair
2948,14935,11.95,1,559,370,3,35,1728,good
2633,11333,8.09,3,575,377,0,0,1384,good
3109,16737,12.71,15,513,406,19,39,1962,good
2694,12168,8.74,4,560,382,8,5,1465,fair
2867,14095,10.8,5,496,340,10,39,1635,poor
2674,11003,7.86,0,519,384,9,4,1452,good
2667,11095,7.92,11,534,385,0,0,1442,poor
2677,12531,9.09,11,593,350,3,7,1430,good
2682,10781,7.7,2,589,348,13,13,1426,poor
2686,10481,7.54,4,554,312,18,22,1395,poor
2671,11966,8.6,5,645,308,13,11,1363,fair
2233,5850,4.18,0,766,148,6,8,713,fair
2385,7860,5.61,6,748,237,9,1,959,poor
2976,13757,10.69,1,461,424,2,22,1796,fair
2848,13719,10.79,0,576,361,6,27,1616,fair
3102,19944,14.24,5,534,306,49,56,1896,good
2516,9840,7.77,8,768,170,20,30,1097,poor
2997,16055,12.38,26,629,270,41,57,1729,fair
2028,3754,2.68,1,778,153,0,0,534,poor
2725,13514,9.65,11,603,362,4,6,1480,good
2361,6726,5.8,1,830,136,8,26,810,good
2602,11218,8.81,14,768,189,21,38,1212,fair
2328,7704,5.55,2,752,185,14,13,879,good
2614,10137,7.24,4,651,310,12,11,1282,poor
2055,5038,3.6,2,842,136,8,2,585,fair
2583,9654,6.95,6,658,299,7,3,1223,poor
2649,10521,7.51,3,567,351,7,2,1353,poor
2609,10615,7.58,4,633,299,15,17,1309,fair
2387,7881,5.63,3,708,246,14,4,994,fair
2617,12663,9.76,16,641,259,8,21,1293,good
2610,10390,7.47,2,650,289,10,11,1257,good
2411,8766,6.26,1,752,243,3,11,1031,poor
3177,19267,14.36,6,980,290,28,81,1950,fair
2728,12205,8.83,6,566,373,0,0,1454,fair
2502,10000,7.14,3,560,264,8,6,1133,poor
2555,10613,7.58,5,699,338,0,0,1260,fair
2490,10219,7.3,3,609,297,4,3,1172,fair
2879,13534,10.39,4,602,302,20,36,1613,poor
2538,9667,6.9,3,649,267,19,12,1174,poor
2580,10413,8.11,5,677,196,22,32,1168,poor
2811,13088,10.21,5,619,303,5,26,1500,fair
2883,13386,10.36,7,571,295,14,43,1600,good
2571,11061,7.95,2,646,321,7,0,1267,poor
2628,11555,9.11,1,660,247,8,25,1277,good
2348,8476,6.05,1,763,220,6,10,955,good
2484,10394,8.23,3,741,197,10,38,1116,poor
2366,8501,6.07,2,685,234,5,4,969,good
2914,12179,9.5,4,624,278,15,37,1588,good
2284,7050,5.03,2,747,196,4,10,830,good
2527,11177,9.05,3,754,195,9,31,1140,fair
2619,10622,7.58,4,687,209,20,35,1215,good
2710,14239,10.23,0,599,278,23,30,1416,good
2839,13242,10.51,7,626,284,12,32,1509,fair
2749,11476,8.19,8,636,304,17,22,1426,fair
2553,10905,8.66,4,728,226,26,19,1192,good
2396,7912,5.65,4,726,182,15,13,908,fair
2586,9858,7.99,4,722,188,18,32,1130,poor
2364,7677,5.48,7,765,209,15,10,935,good
2247,7074,5.11,0,701,208,0,0,816,good
2281,6982,4.99,3,711,231,0,0,868,poor
2592,9726,6.94,8,719,265,7,8,1176,good
2441,7867,5.62,2,723,216,10,17,1021,fair
2511,9370,6.69,0,673,276,5,7,1133,fair
2625,10130,7.29,1,712,298,0,0,1209,fair
2577,9773,6.98,2,722,259,3,13,1173,fair
2437,8092,5.78,4,712,252,0,0,1008,fair
2575,9754,6.96,7,630,311,0,0,1206,fair
2604,8796,6.28,3,671,270,13,12,1208,poor
2641,10191,7.28,4,685,252,14,19,1229,good
2385,8252,5.96,3,752,199,18,8,946,poor
2296,6245,4.46,4,775,170,17,11,815,fair
2546,10148,8.11,8,767,170,12,39,1113,fair
2254,6328,4.52,5,713,176,23,2,806,good
2657,9708,7.94,1,710,219,20,28,1243,good
2617,10082,8,5,712,191,23,35,1212,good
2408,9051,7.21,6,760,129,33,33,973,fair
3102,19944,14.24,5,534,306,49,56,1896,good
2857,12121,9.1,5,607,316,14,34,1564,good
2608,11586,8.27,20,609,327,7,6,1312,fair
2613,11666,9.07,5,696,201,13,38,1237,fair
2636,10952,8.62,7,724,217,9,42,1265,poor
2619,10110,8.09,6,709,213,3,37,1204,fair
2869,12629,9.89,10,654,276,24,31,1515,fair
2839,12307,9.6,1,649,270,14,41,1501,good
2534,10704,7.64,0,599,304,15,8,1241,poor
2588,11116,8.83,3,661,260,1,22,1228,good
2716,11639,8.31,6,644,296,22,9,1336,good
3015,14154,10.72,6,606,317,21,40,1705,poor
2313,7094,5.07,1,708,205,12,11,881,fair
2568,10721,8.52,5,709,220,14,31,1192,good
2694,11688,9.23,5,659,263,13,30,1336,fair
2371,7486,6.24,0,704,189,0,20,935,fair
2748,13194,9.42,4,599,323,24,11,1443,fair
2602,10550,7.53,3,643,277,17,15,1265,fair
2744,10785,8.5,3,679,212,19,43,1323,good
2645,10539,8.28,5,704,197,10,46,1221,fair
2500,10790,7.76,0,710,269,5,4,1147,fair
2334,8362,5.97,4,722,213,6,4,904,fair
2828,13393,9.56,1,575,364,19,10,1558,poor
2609,10907,7.79,5,635,298,4,5,1258,fair
2801,12104,9.45,4,631,258,15,33,1433,poor
2669,12370,8.96,5,583,346,6,4,1404,fair
2786,13076,10.22,7,613,280,17,30,1473,good
2402,7227,5.16,0,777,233,5,4,956,fair
2727,11728,9.18,4,678,258,2,33,1362,good
2512,9572,7.57,2,712,179,15,35,1091,poor
2782,13326,10.34,3,570,318,8,25,1502,poor
2366,8501,6.07,2,685,234,5,4,969,good
2606,11896,8.49,4,594,268,12,29,1289,fair
2721,12250,9.61,2,621,208,29,49,1377,fair
2994,15250,11.88,1,487,285,16,55,1685,good
2790,13313,9.51,15,533,354,12,14,1519,poor
2955,13517,10.72,2,593,330,14,29,1655,poor
2933,13206,10.17,5,605,265,20,49,1608,poor
2817,12555,9.65,2,625,258,28,41,1499,poor
2563,10001,7.2,12,598,295,10,1,1213,poor
2717,12567,9.91,5,612,265,18,26,1375,poor
2719,11119,7.94,11,488,394,0,0,1448,poor
2377,7841,5.6,8,640,296,0,0,1058,poor
2669,11324,8.81,1,553,306,1,23,1368,good
2791,13047,10.26,13,616,259,16,37,1456,good
2520,9979,7.13,2,620,316,0,0,1197,good
2659,11345,9.04,14,679,225,20,28,1288,fair
2426,7917,5.65,7,658,254,0,0,1036,fair
2205,6044,4.32,3,718,214,0,0,785,poor
2654,10806,8.71,0,638,264,1,26,1273,poor
2806,11660,9.27,3,601,247,8,45,1460,poor
2645,11611,9.23,2,662,235,3,31,1276,good
2599,10382,7.41,4,685,248,16,21,1214,fair
2839,14204,10.14,4,566,354,10,17,1598,fair
2798,11802,8.43,3,598,304,9,26,1477,fair
2543,10018,8.37,0,653,222,8,30,1158,poor
2472,9932,7.15,8,650,288,0,0,1116,good
2540,9545,6.82,5,664,247,24,10,1175,good
2479,9204,6.57,2,685,216,18,19,1083,fair
2464,9768,7.04,1,740,256,0,0,1056,poor
2347,8387,6.11,0,726,219,4,9,938,fair
2526,10225,7.3,0,635,274,5,10,1188,good
2857,12121,9.1,5,607,316,14,34,1564,good
2622,8547,6.1,4,605,334,3,8,1303,poor
2869,13503,9.64,7,606,264,25,52,1546,poor
2879,11222,9.19,6,555,287,9,34,1507,fair
2295,6857,4.9,2,649,227,7,2,891,fair
2829,11860,9.47,2,575,289,13,43,1526,fair
2909,13874,9.91,3,484,443,0,0,1699,poor
2691,10429,7.45,6,589,314,9,21,1384,poor
2606,11896,8.49,4,594,268,12,29,1289,fair
